number,values_0,values_1,values_2,values_3,datetime_start,datetime_complete,duration,params_num_seeds_per_spm,params_seed_impactMax,params_seed_minPt,params_seed_sigmaScattering,system_attrs_NSGAIISampler:generation,state
127,31.87527060508728,8.208653330802917,0.0,21.98305606842041,2026-07-22 01:16:49.279250,2026-07-22 01:17:14.312131,0 days 00:00:25.032881,47,1.1304527148995884,1.4743047115179357,2.943528067756758,2,COMPLETE
128,89.88018035888672,37.86982297897339,0.009392316860612482,147.39500188827515,2026-07-22 01:16:57.706873,2026-07-22 01:19:29.802256,0 days 00:02:32.095383,31,2.319198126919165,0.5043662664809249,4.208851981590963,2,COMPLETE
129,89.15836811065674,38.45296800136566,0.0,129.85885286331177,2026-07-22 01:17:11.527567,2026-07-22 01:19:26.721737,0 days 00:02:15.194170,36,7.123263409246221,0.6621030384857014,8.025188040220149,2,COMPLETE
130,89.60589170455933,43.82694959640503,0.0,159.34651470184326,2026-07-22 01:17:14.328162,2026-07-22 01:19:56.853697,0 days 00:02:42.525535,71,1.6671854035425886,0.6270864592846743,7.052782127994375,2,COMPLETE
131,88.59534859657288,37.78046667575836,0.018620240734890103,329.2018675804138,2026-07-22 01:17:24.415615,2026-07-22 01:22:55.591508,0 days 00:05:31.175893,48,9.909243914694663,0.3162666130838224,3.0993556084637444,2,COMPLETE
132,83.05182456970215,21.92211002111435,0.012562813935801387,74.30647826194763,2026-07-22 01:17:32.770846,2026-07-22 01:18:50.381985,0 days 00:01:17.611139,14,9.634412015719455,0.4069204596520615,6.896432446547806,2,COMPLETE
133,86.50209307670593,19.000892341136932,0.0,59.82356357574463,2026-07-22 01:17:50.955624,2026-07-22 01:18:53.948674,0 days 00:01:02.993050,8,9.99684158589129,0.6270864592846743,4.416219982059779,2,COMPLETE
134,86.73307299613953,19.33985948562622,0.0,70.31928038597107,2026-07-22 01:18:36.918088,2026-07-22 01:19:48.160842,0 days 00:01:11.242754,12,8.323703455844282,0.3595718332541455,2.321129318942707,2,COMPLETE
135,87.38270401954651,28.557366132736206,0.0,100.92672395706177,2026-07-22 01:18:50.397776,2026-07-22 01:20:34.753148,0 days 00:01:44.355372,23,7.412631196638135,0.3822961251655853,4.416219982059779,2,COMPLETE
136,57.65843987464905,23.552052676677704,0.0,108.90538549423218,2026-07-22 01:18:53.964182,2026-07-22 01:20:44.681378,0 days 00:01:50.717196,43,2.3387502065447006,1.2077582612836057,7.05980186841232,2,COMPLETE
137,36.97127103805542,15.814244747161865,0.0,41.8683807849884,2026-07-22 01:18:56.585664,2026-07-22 01:19:43.608698,0 days 00:00:47.023034,11,8.462043760894517,1.564085267664426,4.977991307447039,2,COMPLETE
138,87.10841536521912,17.521917819976807,0.0,56.87201261520386,2026-07-22 01:19:26.737307,2026-07-22 01:20:26.039620,0 days 00:00:59.302313,9,3.154769988252978,0.3984961558369401,3.0993556084637444,2,COMPLETE
139,69.40955519676208,30.558598041534424,0.0,77.29026889801025,2026-07-22 01:19:29.818439,2026-07-22 01:20:49.029343,0 days 00:01:19.210904,18,9.746131234769086,0.9344701232632517,2.1354870124506897,2,COMPLETE
140,87.4837577342987,25.065553188323975,0.0,60.003286600112915,2026-07-22 01:19:43.622653,2026-07-22 01:20:44.742927,0 days 00:01:01.120274,28,1.1304527148995884,0.7184510103017717,2.943528067756758,2,COMPLETE
141,71.7771053314209,30.17287254333496,0.0,65.14165210723877,2026-07-22 01:19:48.176716,2026-07-22 01:20:54.562625,0 days 00:01:06.385909,20,7.388086989281835,0.9183762180047641,2.8158858858842484,2,COMPLETE
142,85.79471707344055,23.194511234760284,0.012036591215291992,66.85480189323425,2026-07-22 01:19:56.868333,2026-07-22 01:21:07.102195,0 days 00:01:10.233862,14,8.949276453434754,0.4519896127793178,5.279682484196938,2,COMPLETE
143,30.09960949420929,11.019397526979446,0.0,33.39600706100464,2026-07-22 01:20:26.055573,2026-07-22 01:21:00.574477,0 days 00:00:34.518904,10,1.5945740549310563,1.7995260073917378,8.108652160780288,2,COMPLETE
144,25.79760253429413,13.271461427211761,0.0,30.395991802215576,2026-07-22 01:20:34.770480,2026-07-22 01:21:12.355263,0 days 00:00:37.584783,60,7.028213804723255,1.884800222518321,3.3445713493776204,2,COMPLETE
145,27.89086103439331,13.49274069070816,0.0,40.59685778617859,2026-07-22 01:20:44.700027,2026-07-22 01:21:27.456424,0 days 00:00:42.756397,11,8.949276453434754,1.8420778011527106,4.079054538989914,2,COMPLETE
146,88.69640827178955,20.347826182842255,0.0,50.77513313293457,2026-07-22 01:20:44.761190,2026-07-22 01:21:36.963922,0 days 00:00:52.202732,10,1.046015335849282,0.4849852879276244,4.273146866814161,2,COMPLETE
147,88.45098614692688,27.272728085517883,0.011113580694654956,167.71481609344482,2026-07-22 01:20:49.046108,2026-07-22 01:23:38.663802,0 days 00:02:49.617694,29,1.2773358635717913,0.3101560884869254,8.583834679284967,2,COMPLETE
148,40.6380832195282,16.066323220729828,0.0,46.30393028259277,2026-07-22 01:20:54.577487,2026-07-22 01:21:41.935521,0 days 00:00:47.358034,67,2.4263782112042387,1.4463187234022452,4.208851981590963,2,COMPLETE
149,46.42702341079712,10.779877752065659,0.0,23.07310962677002,2026-07-22 01:21:00.592339,2026-07-22 01:21:24.624040,0 days 00:00:24.031701,3,4.815327864525012,1.1914689206214601,2.321129318942707,2,COMPLETE
150,86.19893193244934,21.374891698360443,0.0,56.08547401428223,2026-07-22 01:21:07.118088,2026-07-22 01:22:06.673846,0 days 00:00:59.555758,11,8.949276453434754,0.47595709558937505,4.079054538989914,2,COMPLETE
151,24.57052171230316,12.074913829565048,0.0,27.400168657302856,2026-07-22 01:21:12.371113,2026-07-22 01:21:42.964982,0 days 00:00:30.593869,28,7.829692481820796,1.9149951539682333,3.030603104395846,2,COMPLETE
152,33.463260531425476,18.535929918289185,0.0,55.15256977081299,2026-07-22 01:21:24.639988,2026-07-22 01:22:21.220393,0 days 00:00:56.580405,71,7.028213804723255,1.8018472773378098,7.012917753810589,2,COMPLETE
153,65.69943428039551,35.02641320228577,0.0,119.14160013198853,2026-07-22 01:21:27.474300,2026-07-22 01:23:28.603754,0 days 00:02:01.129454,45,5.928214897421161,0.9871784934247765,2.353003520417646,2,COMPLETE
154,36.52374744415283,12.237412482500076,0.0,32.35196542739868,2026-07-22 01:21:36.978276,2026-07-22 01:22:14.582560,0 days 00:00:37.604284,68,2.2020779518995504,1.4463187234022452,2.60741166246899,2,COMPLETE
155,88.98513317108154,50.121599435806274,0.007599939272040501,159.0521686077118,2026-07-22 01:21:41.950858,2026-07-22 01:24:21.982145,0 days 00:02:40.031287,61,5.173282583004196,0.6980705630905657,3.312630944385905,2,COMPLETE
156,76.93085074424744,21.395544707775116,0.01401148911099881,43.5421187877655,2026-07-22 01:21:42.981307,2026-07-22 01:22:29.443834,0 days 00:00:46.462527,10,5.929574593869691,0.8380897254934068,2.943528067756758,2,COMPLETE
157,87.7869188785553,24.741429090499878,0.01162115077022463,69.12013554573059,2026-07-22 01:22:06.689608,2026-07-22 01:23:18.957964,0 days 00:01:12.268356,16,2.430003696446035,0.47595709558937505,8.179433700636467,2,COMPLETE
158,70.65107822418213,26.379483938217163,0.0,92.08292508125305,2026-07-22 01:22:14.598276,2026-07-22 01:23:47.922383,0 days 00:01:33.324107,43,1.5645212585886275,1.0030527206564157,9.716791345900031,2,COMPLETE
159,86.14118695259094,24.920988082885742,0.023410980065818876,74.26430630683899,2026-07-22 01:22:21.233326,2026-07-22 01:23:36.605111,0 days 00:01:15.371785,16,5.929574593869691,0.47595709558937505,7.877470803621222,2,COMPLETE
160,89.21611309051514,36.67081594467163,0.0,102.4587197303772,2026-07-22 01:22:29.461656,2026-07-22 01:24:15.864720,0 days 00:01:46.403064,28,6.941788636010218,0.6074120083801087,5.294643898306258,2,COMPLETE
161,88.95626068115234,25.333181023597717,0.0,112.18863248825073,2026-07-22 01:22:55.608546,2026-07-22 01:24:49.825230,0 days 00:01:54.216684,16,2.430003696446035,0.6621030384857014,7.012917753810589,2,COMPLETE
162,86.02569699287415,22.389154136180878,0.024428972392342985,60.07107448577881,2026-07-22 01:23:18.973472,2026-07-22 01:24:22.151413,0 days 00:01:03.177941,13,9.473369685265999,0.6151686083515167,8.145877238698294,2,COMPLETE
163,87.6569926738739,32.95146822929382,0.010414497228339314,114.58047080039978,2026-07-22 01:23:28.619833,2026-07-22 01:25:25.206344,0 days 00:01:56.586511,23,6.696007962927879,0.7237231177022057,4.2081422698915345,2,COMPLETE
164,59.4340980052948,33.537426590919495,0.0,119.9121401309967,2026-07-22 01:23:36.619511,2026-07-22 01:25:37.505855,0 days 00:02:00.886344,56,8.949276453434754,1.1914689206214601,6.685734872060582,2,COMPLETE
165,42.240509390830994,10.435545444488525,0.0,37.374956369400024,2026-07-22 01:23:38.680608,2026-07-22 01:24:18.042891,0 days 00:00:39.362283,5,6.141955403289064,1.3218343041921252,6.848614527849919,2,COMPLETE
166,89.75025415420532,46.32759094238281,0.0,151.36433005332947,2026-07-22 01:23:47.938423,2026-07-22 01:26:20.278539,0 days 00:02:32.340116,57,2.4961013478548537,0.4544549932008023,2.1682709001389293,2,COMPLETE
167,78.533273935318,19.894294440746307,0.0,73.85671091079712,2026-07-22 01:24:15.880331,2026-07-22 01:25:33.660895,0 days 00:01:17.780564,13,9.473369685265999,0.37796883248612206,8.145877238698294,2,COMPLETE
168,81.3339114189148,6.46442174911499,0.0,30.952422857284546,2026-07-22 01:24:18.057281,2026-07-22 01:24:50.844696,0 days 00:00:32.787415,1,6.141955403289064,0.47595709558937505,2.6525941333419913,2,COMPLETE
169,89.14393186569214,31.98564350605011,0.0,70.89587068557739,2026-07-22 01:24:21.997580,2026-07-22 01:25:33.872187,0 days 00:01:11.874607,45,1.5564888515215862,0.6724715267378771,2.4560502981332775,2,COMPLETE
170,72.41230010986328,14.37368392944336,0.0,37.37270545959473,2026-07-22 01:24:22.168784,2026-07-22 01:25:03.003650,0 days 00:00:40.834866,7,5.929574593869691,0.8380897254934068,7.877470803621222,2,COMPLETE
171,89.12949562072754,31.504517793655396,0.0,122.22596740722656,2026-07-22 01:24:49.840427,2026-07-22 01:26:54.171788,0 days 00:02:04.331361,62,1.5564888515215862,0.6621030384857014,2.1354870124506897,3,COMPLETE
172,89.63476419448853,45.18457651138306,0.00820344575913623,211.36236810684204,2026-07-22 01:24:50.860263,2026-07-22 01:28:24.210019,0 days 00:03:33.349756,47,7.933862070107003,0.6370736237537533,6.25308520283309,3,COMPLETE
173,74.10134077072144,27.830886840820312,0.013464386574923992,90.84191513061523,2026-07-22 01:25:03.020515,2026-07-22 01:26:36.993258,0 days 00:01:33.972743,61,1.5564888515215862,0.9344701232632517,7.052782127994375,3,COMPLETE
174,88.60978484153748,22.336237132549286,0.0,114.5156192779541,2026-07-22 01:25:25.222756,2026-07-22 01:27:21.740584,0 days 00:01:56.517828,18,1.5564888515215862,0.327651702949415,4.079054538989914,3,COMPLETE
175,90.09672403335571,46.316638588905334,0.008077544771367684,206.15967321395874,2026-07-22 01:25:33.675551,2026-07-22 01:29:03.526707,0 days 00:03:29.851156,71,1.2773358635717913,0.4519896127793178,8.583834679284967,3,COMPLETE
176,89.77912664413452,53.60391139984131,0.013781698362436146,217.74933409690857,2026-07-22 01:25:33.885910,2026-07-22 01:29:12.643444,0 days 00:03:38.757534,65,8.92209534584569,0.451948289170071,3.0993556084637444,3,COMPLETE
177,90.21221399307251,46.766287088394165,0.0,229.60542750358582,2026-07-22 01:25:37.521841,2026-07-22 01:29:28.680359,0 days 00:03:51.158518,71,1.6671854035425886,0.3984961558369401,8.724433521725912,3,COMPLETE
178,76.94528698921204,21.376506984233856,0.014017381181474775,44.29388999938965,2026-07-22 01:26:20.293650,2026-07-22 01:27:05.690698,0 days 00:00:45.397048,10,5.577483966814341,0.8380897254934068,2.943528067756758,3,COMPLETE
179,42.240509390830994,10.435545444488525,0.0,27.534457445144653,2026-07-22 01:26:37.010030,2026-07-22 01:27:08.063463,0 days 00:00:31.053433,5,6.141955403289064,1.3218343041921252,6.848614527849919,3,COMPLETE
180,42.240509390830994,10.435545444488525,0.0,48.82434034347534,2026-07-22 01:26:54.189237,2026-07-22 01:27:45.103017,0 days 00:00:50.913780,5,6.141955403289064,1.3218343041921252,6.848614527849919,3,COMPLETE
181,52.9233455657959,30.045413970947266,0.0,76.40116000175476,2026-07-22 01:27:05.706853,2026-07-22 01:28:23.400046,0 days 00:01:17.693193,48,9.909243914694663,1.1914689206214601,3.0993556084637444,3,COMPLETE
182,63.923776149749756,16.85693860054016,0.0,43.05820417404175,2026-07-22 01:27:08.079012,2026-07-22 01:27:54.061786,0 days 00:00:45.982774,10,5.929574593869691,0.9830622811064054,7.877470803621222,3,COMPLETE
183,86.74750924110413,35.0102961063385,0.009806805610423908,274.9745054244995,2026-07-22 01:27:21.755676,2026-07-22 01:31:58.656270,0 days 00:04:36.900594,48,9.909243914694663,0.3162666130838224,7.877470803621222,3,COMPLETE
184,89.12949562072754,47.20501899719238,0.0235201878240332,364.25596499443054,2026-07-22 01:27:45.120095,2026-07-22 01:33:51.555850,0 days 00:06:06.435755,59,8.484755637940696,0.451948289170071,7.427875948134881,3,COMPLETE
185,89.36047554016113,36.92397475242615,0.0,91.93005871772766,2026-07-22 01:27:54.076725,2026-07-22 01:29:29.088795,0 days 00:01:35.012070,71,1.6671854035425886,0.6270864592846743,2.60741166246899,3,COMPLETE
186,85.72253584861755,14.158076047897339,0.0,38.34512639045715,2026-07-22 01:28:23.416499,2026-07-22 01:29:04.607495,0 days 00:00:41.190996,5,6.141955403289064,0.6980705630905657,4.208851981590963,3,COMPLETE
187,89.60589170455933,35.14471352100372,0.0,128.43999457359314,2026-07-22 01:28:24.224177,2026-07-22 01:30:33.644477,0 days 00:02:09.420300,36,1.081817835936449,0.3984961558369401,8.025188040220149,3,COMPLETE
188,89.72138166427612,42.73009896278381,0.008634087134851143,145.5574390888214,2026-07-22 01:29:03.544592,2026-07-22 01:31:31.160093,0 days 00:02:27.615501,31,9.776569501829279,0.6370736237537533,2.943528067756758,3,COMPLETE
189,63.73610496520996,37.08609342575073,0.0,110.52026605606079,2026-07-22 01:29:04.623290,2026-07-22 01:30:58.457971,0 days 00:01:53.834681,71,7.028213804723255,1.035787546511751,3.0993556084637444,3,COMPLETE
190,75.35730004310608,18.04477572441101,0.0,41.266618728637695,2026-07-22 01:29:12.656503,2026-07-22 01:29:55.004148,0 days 00:00:42.347645,7,6.141955403289064,0.8421809263706515,2.60741166246899,3,COMPLETE
191,37.823012471199036,18.980252742767334,0.0,46.60152983665466,2026-07-22 01:29:28.694425,2026-07-22 01:30:16.619045,0 days 00:00:47.924620,36,7.123263409246221,1.4789378978366654,3.0993556084637444,3,COMPLETE
192,83.12400579452515,17.243683338165283,0.0,58.65143322944641,2026-07-22 01:29:29.104329,2026-07-22 01:30:29.198033,0 days 00:01:00.093704,10,4.3434929836575575,0.3984961558369401,8.025188040220149,3,COMPLETE
193,89.27385807037354,27.014005184173584,0.011204482143511996,90.94590139389038,2026-07-22 01:29:55.020701,2026-07-22 01:31:34.162808,0 days 00:01:39.142107,16,2.430003696446035,0.6621030384857014,4.208851981590963,3,COMPLETE
194,87.5126302242279,33.93000662326813,0.010056315659312531,111.99909496307373,2026-07-22 01:30:16.638444,2026-07-22 01:32:10.155633,0 days 00:01:53.517189,29,6.155837586300011,0.47595709558937505,8.583834679284967,3,COMPLETE
195,90.19777774810791,47.752371430397034,0.015554518904536963,158.75396990776062,2026-07-22 01:30:29.214214,2026-07-22 01:33:09.314394,0 days 00:02:40.100180,47,4.815327864525012,0.4519896127793178,2.60741166246899,3,COMPLETE
196,89.30273056030273,41.094160079956055,0.009027714986586943,109.7494478225708,2026-07-22 01:30:33.659613,2026-07-22 01:32:24.427614,0 days 00:01:50.768001,55,2.430003696446035,0.6621030384857014,2.60741166246899,3,COMPLETE
197,89.53371047973633,39.74929749965668,0.009083477198146284,111.17221403121948,2026-07-22 01:30:58.470695,2026-07-22 01:32:53.388741,0 days 00:01:54.918046,31,6.0049471160541845,0.6183372531671313,4.208851981590963,3,COMPLETE
198,80.55435419082642,8.786091208457947,0.0,43.93932509422302,2026-07-22 01:31:31.179412,2026-07-22 01:32:17.610552,0 days 00:00:46.431140,3,3.154769988252978,0.3984961558369401,5.273228576230191,3,COMPLETE
199,76.31009221076965,6.897717714309692,0.0,36.35371017456055,2026-07-22 01:31:34.184605,2026-07-22 01:32:12.252230,0 days 00:00:38.067625,1,6.141955403289064,0.6980705630905657,6.873535337591807,3,COMPLETE
